idx,alpha,ans,imaginal-activation,imaginal-delay,le,nu,visual-activation,Rule,Inputs,Probe,ProbeCorrect,EncodingRT,ExecutionRT,ProbeRT,Accuracy
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT DOUBLE DIVIDE),(5 3),1,YES,1.313,3.722,0.28500032,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT DOUBLE DIVIDE),(1 1),2,NO,4.031,2.8309994,0.43500137,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(2 4),10,NO,1.1259995,3.4969997,0.43499947,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(1 4),7,NO,3.184,2.8589993,0.43500137,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(2 9),15,NO,1.6959991,2.8190002,0.43500137,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(8 8),33,YES,1.6539993,2.8549995,0.28499985,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT DOUBLE DIVIDE),(3 1),1,NO,4.1690025,2.803997,0.43500137,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(2 1),7,NO,1.6850014,2.748001,0.43499756,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(6 4),23,YES,1.1640015,2.7929993,0.28500366,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT DOUBLE DIVIDE),(7 3),1,YES,1.0219955,2.7960052,0.28499603,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(6 1),20,YES,1.9950027,2.7829971,0.28500366,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(2 6),12,NO,0.99700165,2.8569946,0.4350052,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(3 5),15,YES,1.6149979,2.8030014,0.28499603,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT DOUBLE DIVIDE),(3 2),1,YES,2.0200043,2.8470001,0.28499603,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT DOUBLE DIVIDE),(7 3),2,NO,1.0060043,2.8299942,0.4350052,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT DOUBLE DIVIDE),(8 3),1,YES,1.1539993,2.7569962,0.28500366,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(3 7),17,YES,1.0059967,2.8059998,0.28500366,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT DOUBLE DIVIDE),(9 3),2,NO,0.9980011,2.800003,0.43499756,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT DOUBLE DIVIDE),(7 3),2,NO,1.6320038,2.8069916,0.43499756,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT DOUBLE DIVIDE),(5 3),1,YES,1.1439972,2.7950134,0.2849884,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(3 7),17,YES,1.0080109,2.8009949,0.28500366,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(DOUBLE DOUBLE DIVIDE),(4 3),2,NO,0.96899414,2.7830048,0.43499756,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(HALF THIRD ADD),(6 9),5,NO,1.125,3.5310059,0.43499756,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(DOUBLE THIRD DIVIDE),(6 8),4,NO,1.1199951,2.826004,0.43499756,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT DOUBLE DIVIDE),(3 1),2,YES,1.1529999,2.727005,0.2849884,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT THIRD TIMES),(3 6),7,NO,0.9670105,2.8239899,0.43501282,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT THIRD TIMES),(4 7),10,YES,3.6039886,2.8659973,0.28500366,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT TIMES),(2 7),48,YES,0.9690094,2.816986,0.28500366,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT DIVIDE),(7 6),3,YES,0.973999,2.7610016,0.28500366,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE TRIPLE ADD),(3 8),33,YES,0.96699524,3.527008,0.28500366,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(DOUBLE THIRD TIMES),(4 7),17,NO,0.96998596,2.7830048,0.43499756,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(2 9),14,NO,2.225006,2.8040009,0.43499756,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(6 4),23,YES,1.1679993,2.824997,0.28500366,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(1 4),7,NO,1.0150146,2.8529968,0.43499756,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(DOUBLE TRIPLE DIVIDE),(3 2),1,YES,1.1229858,2.7990112,0.28500366,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT HALF ADD),(4 7),8,YES,0.96899414,3.5220032,0.28500366,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT DOUBLE DIVIDE),(5 3),2,NO,1.0149841,2.7630005,0.43499756,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT DOUBLE DIVIDE),(7 3),2,NO,2.6480103,2.8099976,0.43499756,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT DOUBLE DIVIDE),(8 4),1,YES,1.6329956,2.7839966,0.28500366,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT INCREMENT TIMES),(6 1),13,NO,0.96899414,2.8410034,0.43499756,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(3 5),15,YES,1.6750183,2.7680054,0.28497314,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT DOUBLE DIVIDE),(7 3),2,NO,0.9960022,2.731018,0.43499756,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(DOUBLE THIRD ADD),(1 6),4,YES,1.1170044,2.821991,0.28500366,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(2 1),7,NO,2.4909973,2.816986,0.43502808,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT DOUBLE DIVIDE),(8 3),2,NO,1.6269836,2.8359985,0.43499756,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(2 4),9,NO,1.151001,2.850006,0.43499756,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(DOUBLE DOUBLE ADD),(8 6),27,NO,1.1260071,2.7619934,0.43499756,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT DOUBLE DIVIDE),(9 3),1,YES,1.1400146,2.869995,0.28500366,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT DOUBLE DIVIDE),(3 2),1,YES,0.9869995,2.7769775,0.28500366,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(THIRD HALF ADD),(9 7),5,NO,0.9720154,2.742981,0.43499756,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT DOUBLE DIVIDE),(7 3),2,NO,1.1400146,2.8120117,0.43499756,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(2 6),11,NO,2.112976,2.782013,0.43499756,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT DOUBLE DIVIDE),(1 1),2,NO,1.1390076,2.7460022,0.43499756,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(8 8),33,YES,1.151001,2.7630005,0.28500366,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(6 1),19,NO,0.99398804,2.7990112,0.43499756,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(DOUBLE TRIPLE TIMES),(5 1),30,YES,1.1350098,2.8359985,0.28497314,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(THIRD HALF DIVIDE),(9 6),2,NO,0.9750061,2.731018,0.43499756,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(THIRD TRIPLE TIMES),(8 1),7,NO,1.1199951,2.8919983,0.43499756,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(HALF TRIPLE TIMES),(4 1),5,NO,1.1170044,2.8249817,0.43502808,1
40000,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(DOUBLE INCREMENT TIMES),(1 3),8,YES,1.1229858,2.855011,0.28500366,1
40001,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT DOUBLE DIVIDE),(5 3),1,YES,2.216,3.646,0.28500032,1
40001,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT DOUBLE DIVIDE),(1 1),2,NO,3.434,2.7219992,0.43500137,1
40001,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(2 4),10,NO,2.4279995,3.4510002,0.43499947,1
40001,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(1 4),7,NO,2.5760002,2.7959995,0.43500137,1
40001,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(2 9),15,NO,2.0340004,2.817997,0.43500137,1
40001,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(8 8),33,YES,1.1220016,2.8379974,0.28499985,1
40001,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT DOUBLE DIVIDE),(3 1),1,NO,4.8390007,2.8230019,0.43499756,1
40001,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(2 1),7,NO,2.5230026,2.7809982,0.43499756,1
40001,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(6 4),23,YES,1.5720062,2.7689972,0.28499603,1
40001,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(INCREMENT DOUBLE DIVIDE),(7 3),1,YES,2.3310013,2.7830048,0.28499603,1
40001,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(6 1),20,YES,2.723999,2.788002,0.28500366,1
40001,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(2 6),12,NO,0.95199585,2.8069992,0.43499756,1
40001,0.0,0.0,2.0,0.14,1.0,0.4,5.0,(TRIPLE INCREMENT ADD),(3 5),15,YES,1.1040039,2.8199997,0.28500366,1
