idx,alpha,ans,imaginal-activation,imaginal-delay,le,nu,visual-activation,Rule,Inputs,Probe,ProbeCorrect,EncodingRT,ExecutionRT,ProbeRT,Accuracy
18000,0.0,0.0,0.0,0.14,0.9,0.0,5.0,(INCREMENT DOUBLE DIVIDE),(5 3),1,YES,2.296,3.8000002,0.28499985,1
18000,0.0,0.0,0.0,0.14,0.9,0.0,5.0,(INCREMENT DOUBLE DIVIDE),(1 1),2,NO,3.158,3.623001,0.43499947,1
18000,0.0,0.0,0.0,0.14,0.9,0.0,5.0,(TRIPLE INCREMENT ADD),(2 4),10,NO,2.1019993,3.665001,0.43499947,1
18000,0.0,0.0,0.0,0.14,0.9,0.0,5.0,(TRIPLE INCREMENT ADD),(1 4),7,NO,4.216999,3.6410027,0.43499756,1
18000,0.0,0.0,0.0,0.14,0.9,0.0,5.0,(TRIPLE INCREMENT ADD),(2 9),15,NO,1.6070023,3.692997,0.43500137,1
18000,0.0,0.0,0.0,0.14,0.9,0.0,5.0,(TRIPLE INCREMENT ADD),(8 8),33,YES,1.1609993,2.9290009,0.28499985,1
18000,0.0,0.0,0.0,0.14,0.9,0.0,5.0,(INCREMENT DOUBLE DIVIDE),(3 1),1,NO,6.290001,3.1239967,0.4350052,1
18000,0.0,0.0,0.0,0.14,0.9,0.0,5.0,(TRIPLE INCREMENT ADD),(2 1),7,NO,1.1689987,3.0960007,0.43499756,1
18000,0.0,0.0,0.0,0.14,0.9,0.0,5.0,(TRIPLE INCREMENT ADD),(6 4),23,YES,3.0800018,3.7289963,0.28500366,1
18000,0.0,0.0,0.0,0.14,0.9,0.0,5.0,(INCREMENT DOUBLE DIVIDE),(7 3),1,YES,1.9629974,3.826004,0.28499603,1
18000,0.0,0.0,0.0,0.14,0.9,0.0,5.0,(TRIPLE INCREMENT ADD),(6 1),20,YES,1.477005,3.6319962,0.28500366,1
18000,0.0,0.0,0.0,0.14,0.9,0.0,5.0,(TRIPLE INCREMENT ADD),(2 6),12,NO,1.9159927,3.137001,0.4350052,1
18000,0.0,0.0,0.0,0.14,0.9,0.0,5.0,(TRIPLE INCREMENT ADD),(3 5),15,YES,1.1299973,3.1220016,0.28499603,1
18000,0.0,0.0,0.0,0.14,0.9,0.0,5.0,(INCREMENT DOUBLE DIVIDE),(3 2),1,YES,1.0149994,3.1259995,0.28500366,1
18000,0.0,0.0,0.0,0.14,0.9,0.0,5.0,(INCREMENT DOUBLE DIVIDE),(7 3),2,NO,1.9870071,2.8809967,0.43499756,1
18000,0.0,0.0,0.0,0.14,0.9,0.0,5.0,(INCREMENT DOUBLE DIVIDE),(8 3),1,YES,1.1499939,3.1150055,0.28500366,1
18000,0.0,0.0,0.0,0.14,0.9,0.0,5.0,(TRIPLE INCREMENT ADD),(3 7),17,YES,1.4559937,3.6060028,0.28500366,1
18000,0.0,0.0,0.0,0.14,0.9,0.0,5.0,(INCREMENT DOUBLE DIVIDE),(9 3),2,NO,1.0009918,3.8339996,0.43499756,1
18000,0.0,0.0,0.0,0.14,0.9,0.0,5.0,(INCREMENT DOUBLE DIVIDE),(7 3),2,NO,1.1529999,3.8150024,0.43499756,1
18000,0.0,0.0,0.0,0.14,0.9,0.0,5.0,(INCREMENT DOUBLE DIVIDE),(5 3),1,YES,1.1470032,3.8090057,0.28500366,1
18000,0.0,0.0,0.0,0.14,0.9,0.0,5.0,(TRIPLE INCREMENT ADD),(3 7),17,YES,1.0029907,3.1220093,0.2849884,1
18000,0.0,0.0,0.0,0.14,0.9,0.0,5.0,(DOUBLE DOUBLE DIVIDE),(4 3),2,NO,1.0070038,2.973999,0.43499756,1
18000,0.0,0.0,0.0,0.14,0.9,0.0,5.0,(HALF THIRD ADD),(6 9),5,NO,1.6450043,3.574997,0.43499756,1
