idx,model_name,alpha,ans,imaginal-delay,le,nu,Rule,Inputs,Probe,ProbeCorrect,EncodingRT,ExecutionRT,ProbeRT,Accuracy
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(INCREMENT DOUBLE DIVIDE),(5 3),1,YES,1.32,3.49,0.28499985,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(INCREMENT DOUBLE DIVIDE),(1 1),2,NO,3.9429998,2.632,0.43499947,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(TRIPLE INCREMENT ADD),(2 4),10,NO,1.1190014,3.3379993,0.43499947,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(TRIPLE INCREMENT ADD),(1 4),7,NO,4.0620003,2.6219997,0.43500137,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(TRIPLE INCREMENT ADD),(2 9),15,NO,1.1450005,2.6829987,0.43500137,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(TRIPLE INCREMENT ADD),(8 8),33,YES,1.1509972,2.7210007,0.28499985,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(INCREMENT DOUBLE DIVIDE),(3 1),1,NO,3.6240005,2.7700005,0.43500137,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(TRIPLE INCREMENT ADD),(2 1),7,NO,1.1799965,2.6860046,0.43499756,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(TRIPLE INCREMENT ADD),(6 4),23,YES,2.6019974,2.7400055,0.28499603,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(INCREMENT DOUBLE DIVIDE),(7 3),1,YES,1.5060043,2.6659927,0.28500366,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(TRIPLE INCREMENT ADD),(6 1),20,YES,0.99199677,2.7180023,0.28500366,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(TRIPLE INCREMENT ADD),(2 6),12,NO,0.996994,2.6360016,0.4350052,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(TRIPLE INCREMENT ADD),(3 5),15,YES,1.1399994,2.697998,0.28499603,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(INCREMENT DOUBLE DIVIDE),(3 2),1,YES,1.5090027,2.774002,0.28499603,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(INCREMENT DOUBLE DIVIDE),(7 3),2,NO,1.0100021,2.7070007,0.43499756,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(INCREMENT DOUBLE DIVIDE),(8 3),1,YES,1.6279984,2.6030045,0.28499603,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(TRIPLE INCREMENT ADD),(3 7),17,YES,1.4869995,2.6630096,0.2849884,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(INCREMENT DOUBLE DIVIDE),(9 3),2,NO,1.006012,2.7389984,0.43499756,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(INCREMENT DOUBLE DIVIDE),(7 3),2,NO,1.1380005,2.6259918,0.43499756,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(INCREMENT DOUBLE DIVIDE),(5 3),1,YES,1.1450043,2.7019958,0.28500366,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(TRIPLE INCREMENT ADD),(3 7),17,YES,1.4810028,2.7140045,0.28500366,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(DOUBLE DOUBLE DIVIDE),(4 3),2,NO,0.9779968,2.699997,0.43499756,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(HALF THIRD ADD),(6 9),5,NO,1.121994,3.3560028,0.43499756,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(DOUBLE THIRD DIVIDE),(6 8),4,NO,1.1220093,2.7169952,0.43499756,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(INCREMENT DOUBLE DIVIDE),(3 1),2,YES,2.1090088,2.6149902,0.28500366,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(INCREMENT THIRD TIMES),(3 6),7,NO,0.9710083,2.743988,0.43501282,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(INCREMENT THIRD TIMES),(4 7),10,YES,3.0279999,2.6279907,0.28500366,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(TRIPLE INCREMENT TIMES),(2 7),48,YES,0.9680023,2.697998,0.28500366,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(TRIPLE INCREMENT DIVIDE),(7 6),3,YES,0.9680023,2.6559906,0.28500366,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(TRIPLE TRIPLE ADD),(3 8),33,YES,0.97099304,3.2310028,0.28500366,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(DOUBLE THIRD TIMES),(4 7),17,NO,0.9660034,2.7460022,0.43499756,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(TRIPLE INCREMENT ADD),(2 9),14,NO,1.6660004,2.6900024,0.43499756,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(TRIPLE INCREMENT ADD),(6 4),23,YES,2.623001,2.6869965,0.28500366,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(TRIPLE INCREMENT ADD),(1 4),7,NO,0.9929962,2.6329956,0.43499756,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(DOUBLE TRIPLE DIVIDE),(3 2),1,YES,1.1190186,2.7219849,0.28500366,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(INCREMENT HALF ADD),(4 7),8,YES,0.973999,3.2779846,0.28500366,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(INCREMENT DOUBLE DIVIDE),(5 3),2,NO,2.4500122,2.7279968,0.43499756,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(INCREMENT DOUBLE DIVIDE),(7 3),2,NO,1.1459961,2.679016,0.43499756,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(INCREMENT DOUBLE DIVIDE),(8 4),1,YES,1.1409912,2.7139893,0.28500366,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(INCREMENT INCREMENT TIMES),(6 1),13,NO,0.9680176,2.6470032,0.43499756,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(TRIPLE INCREMENT ADD),(3 5),15,YES,1.1600037,2.6949768,0.28500366,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(INCREMENT DOUBLE DIVIDE),(7 3),2,NO,0.9890137,2.7269897,0.43499756,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(DOUBLE THIRD ADD),(1 6),4,YES,1.1199951,2.684021,0.28500366,1
21500,BILINGUAL-DEVEL,0.5,0.02,0.16,1.1,0.5,(TRIPLE INCREMENT ADD),(2 1),7,NO,1.9509888,2.678009,0.43499756,1
