idx,model_name,alpha,ans,imaginal-delay,le,nu,Rule,Inputs,Probe,ProbeCorrect,EncodingRT,ExecutionRT,ProbeRT,Accuracy
11900,BILINGUAL-DEVEL,0.1,0.02,0.15,0.9,0.5,(INCREMENT DOUBLE DIVIDE),(5 3),1,YES,2.338,3.9149997,0.28499985,1
11900,BILINGUAL-DEVEL,0.1,0.02,0.15,0.9,0.5,(INCREMENT DOUBLE DIVIDE),(1 1),2,NO,5.0620003,3.0109997,0.43499947,1
11900,BILINGUAL-DEVEL,0.1,0.02,0.15,0.9,0.5,(TRIPLE INCREMENT ADD),(2 4),10,NO,3.059,3.691,0.43500137,1
11900,BILINGUAL-DEVEL,0.1,0.02,0.15,0.9,0.5,(TRIPLE INCREMENT ADD),(1 4),7,NO,3.1410007,2.8929977,0.43500137,1
11900,BILINGUAL-DEVEL,0.1,0.02,0.15,0.9,0.5,(TRIPLE INCREMENT ADD),(2 9),15,NO,1.6279984,2.9400024,0.43499756,1
11900,BILINGUAL-DEVEL,0.1,0.02,0.15,0.9,0.5,(TRIPLE INCREMENT ADD),(8 8),33,YES,3.0149994,2.9680023,0.28499985,1
11900,BILINGUAL-DEVEL,0.1,0.02,0.15,0.9,0.5,(INCREMENT DOUBLE DIVIDE),(3 1),1,NO,5.9329987,2.9580002,0.43499756,1
11900,BILINGUAL-DEVEL,0.1,0.02,0.15,0.9,0.5,(TRIPLE INCREMENT ADD),(2 1),7,NO,2.5429993,2.9230042,0.43499756,1
11900,BILINGUAL-DEVEL,0.1,0.02,0.15,0.9,0.5,(TRIPLE INCREMENT ADD),(6 4),23,YES,1.1350021,2.875,0.28499603,1
11900,BILINGUAL-DEVEL,0.1,0.02,0.15,0.9,0.5,(INCREMENT DOUBLE DIVIDE),(7 3),1,YES,0.99300385,2.927002,0.28499603,1
11900,BILINGUAL-DEVEL,0.1,0.02,0.15,0.9,0.5,(TRIPLE INCREMENT ADD),(6 1),20,YES,1.4500046,2.887001,0.28499603,1
11900,BILINGUAL-DEVEL,0.1,0.02,0.15,0.9,0.5,(TRIPLE INCREMENT ADD),(2 6),12,NO,1.449997,2.892006,0.43499756,1
11900,BILINGUAL-DEVEL,0.1,0.02,0.15,0.9,0.5,(TRIPLE INCREMENT ADD),(3 5),15,YES,1.6080017,2.9609985,0.28499603,1
11900,BILINGUAL-DEVEL,0.1,0.02,0.15,0.9,0.5,(INCREMENT DOUBLE DIVIDE),(3 2),1,YES,4.3050003,2.9560013,0.28500366,1
11900,BILINGUAL-DEVEL,0.1,0.02,0.15,0.9,0.5,(INCREMENT DOUBLE DIVIDE),(7 3),2,NO,0.98200226,2.927002,0.43499756,1
11900,BILINGUAL-DEVEL,0.1,0.02,0.15,0.9,0.5,(INCREMENT DOUBLE DIVIDE),(8 3),1,YES,1.5930023,2.9339905,0.28500366,1
