idx,model_name,alpha,ans,imaginal-delay,le,nu,Rule,Inputs,Probe,ProbeCorrect,EncodingRT,ExecutionRT,ProbeRT,Accuracy
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(INCREMENT DOUBLE DIVIDE),(5 3),1,YES,1.393,5.241,0.28499985,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(INCREMENT DOUBLE DIVIDE),(1 1),2,NO,5.201,3.6119995,0.43499947,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(TRIPLE INCREMENT ADD),(2 4),10,NO,2.7280006,4.1660004,0.43499947,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(TRIPLE INCREMENT ADD),(1 4),7,NO,3.2870026,4.079998,0.43500137,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(TRIPLE INCREMENT ADD),(2 9),15,NO,2.1959991,3.334999,0.43500137,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(TRIPLE INCREMENT ADD),(8 8),33,YES,2.1590004,3.598999,0.28499985,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(INCREMENT DOUBLE DIVIDE),(3 1),1,NO,4.3460007,3.300003,0.43499756,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(TRIPLE INCREMENT ADD),(2 1),7,NO,2.1679993,4.052002,0.43499756,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(TRIPLE INCREMENT ADD),(6 4),23,YES,1.1650009,3.3600006,0.28499603,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(INCREMENT DOUBLE DIVIDE),(7 3),1,YES,1.564003,3.689003,0.28499603,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(TRIPLE INCREMENT ADD),(6 1),20,YES,1.0220032,3.5159988,0.28499603,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(TRIPLE INCREMENT ADD),(2 6),12,NO,1.0070038,3.2419968,0.4350052,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(TRIPLE INCREMENT ADD),(3 5),15,YES,1.1660004,3.6100006,0.28499603,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(INCREMENT DOUBLE DIVIDE),(3 2),1,YES,3.1220016,3.5699997,0.28500366,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(INCREMENT DOUBLE DIVIDE),(7 3),2,NO,1.5329895,3.2450104,0.43499756,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(INCREMENT DOUBLE DIVIDE),(8 3),1,YES,2.1669922,3.576004,0.28500366,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(TRIPLE INCREMENT ADD),(3 7),17,YES,1.0209961,3.9410095,0.2849884,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(INCREMENT DOUBLE DIVIDE),(9 3),2,NO,1.0169983,3.4400024,0.43499756,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(INCREMENT DOUBLE DIVIDE),(7 3),2,NO,1.6679993,3.355011,0.43499756,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(INCREMENT DOUBLE DIVIDE),(5 3),1,YES,1.1549988,3.5639954,0.28500366,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(TRIPLE INCREMENT ADD),(3 7),17,YES,2.5529938,3.3320007,0.28500366,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(DOUBLE DOUBLE DIVIDE),(4 3),2,NO,2.5720062,3.5970001,0.43499756,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(HALF THIRD ADD),(6 9),5,NO,1.1829987,4.126999,0.43499756,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(DOUBLE THIRD DIVIDE),(6 8),4,NO,2.7610016,3.524994,0.43501282,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(INCREMENT DOUBLE DIVIDE),(3 1),2,YES,1.1640015,3.2689972,0.2849884,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(INCREMENT THIRD TIMES),(3 6),7,NO,3.558014,4.297989,0.43499756,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(INCREMENT THIRD TIMES),(4 7),10,YES,2.201004,3.6119995,0.28500366,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(TRIPLE INCREMENT TIMES),(2 7),48,YES,2.0899963,3.6419983,0.28500366,1
23900,MONOLINGUAL-DEVEL,0.3,0.03,0.18,0.9,0.5,(TRIPLE INCREMENT DIVIDE),(7 6),3,YES,2.5750122,3.5820007,0.28500366,1
